CustomerID,Age,Gender,AnnualIncome,TenureYears,PreferredChannel,PreferredCategory,Recency,Frequency,MonetaryValue,AvgBasketSize,LoyaltyMember,Segment,SegmentLabel
CUST00490,51,Female,52165.15,0.66,Mobile App,Home & Garden,145,2,205.2,102.6,0,1,At-Risk / Disengaged
CUST00491,38,Female,88675.3,0.34,In-Store,Electronics,16,32,5736.29,179.26,1,0,VIP / Premium Loyalists
CUST00492,27,Male,68195.36,4.18,Online,Fashion,46,5,1705.84,341.17,0,3,Budget Shoppers
CUST00493,32,Female,39832.97,4.03,Online,Beauty,33,11,788.88,71.72,1,2,Occasional Big Spenders
CUST00494,33,Other,40195.98,0.37,In-Store,Electronics,12,17,667.63,39.27,0,2,Occasional Big Spenders
CUST00495,61,Female,110013.66,2.12,In-Store,Electronics,11,19,3576.12,188.22,1,0,VIP / Premium Loyalists
CUST00496,54,Female,121194.01,5.81,In-Store,Fashion,9,30,3639.57,121.32,0,0,VIP / Premium Loyalists
CUST00497,29,Male,89885.21,1.76,In-Store,Groceries,63,8,1839.0,229.88,0,3,Budget Shoppers
CUST00498,29,Female,29502.19,0.4,In-Store,Sports,1,24,714.62,29.78,1,2,Occasional Big Spenders
CUST00499,18,Male,40508.67,4.17,Mobile App,Fashion,138,2,271.68,135.84,0,1,At-Risk / Disengaged
CUST00500,44,Male,27377.18,0.35,In-Store,Sports,85,3,212.56,70.85,1,1,At-Risk / Disengaged
CUST00501,31,Male,74947.16,4.87,Online,Electronics,49,6,3348.01,558.0,0,3,Budget Shoppers
CUST00502,34,Male,84830.33,2.87,Mobile App,Groceries,51,7,2899.24,414.18,1,3,Budget Shoppers
CUST00503,45,Female,68270.45,6.49,Online,Home & Garden,9,37,3911.97,105.73,1,0,VIP / Premium Loyalists
CUST00504,26,Male,48066.51,5.01,In-Store,Electronics,130,5,393.05,78.61,0,1,At-Risk / Disengaged
CUST00505,37,Female,101096.37,5.16,Mobile App,Fashion,60,8,1999.89,249.99,1,3,Budget Shoppers
CUST00506,31,Female,33370.18,0.28,In-Store,Home & Garden,29,16,757.5,47.34,0,2,Occasional Big Spenders
CUST00507,37,Female,68438.22,1.85,In-Store,Beauty,138,2,598.22,299.11,0,1,At-Risk / Disengaged
CUST00508,38,Male,55682.16,5.48,Online,Home & Garden,131,2,337.76,168.88,0,1,At-Risk / Disengaged
CUST00509,50,Female,65860.52,1.57,Online,Fashion,146,3,231.39,77.13,0,1,At-Risk / Disengaged
CUST00510,41,Male,96309.04,0.72,Online,Home & Garden,48,3,3355.3,1118.43,0,3,Budget Shoppers
CUST00511,37,Male,100537.03,1.15,In-Store,Fashion,37,9,3096.85,344.09,0,3,Budget Shoppers
CUST00512,45,Other,82634.62,8.48,In-Store,Electronics,3,8,4954.04,619.26,1,4,Steady Regulars
CUST00513,74,Male,84618.74,1.61,In-Store,Groceries,115,3,419.47,139.82,0,1,At-Risk / Disengaged
CUST00514,55,Male,70989.25,3.14,Online,Beauty,109,4,241.83,60.46,1,1,At-Risk / Disengaged
CUST00515,21,Female,16470.85,1.36,Online,Groceries,22,14,297.23,21.23,0,2,Occasional Big Spenders
CUST00516,28,Male,34978.0,0.1,In-Store,Groceries,15,17,692.97,40.76,1,2,Occasional Big Spenders
CUST00517,42,Female,83039.06,2.25,Online,Groceries,5,27,4457.34,165.09,1,0,VIP / Premium Loyalists
CUST00518,37,Male,50508.51,2.91,In-Store,Fashion,89,1,121.24,121.24,0,1,At-Risk / Disengaged
CUST00519,28,Male,54936.6,3.38,In-Store,Fashion,158,2,216.93,108.46,1,1,At-Risk / Disengaged
CUST00520,18,Male,44107.32,6.74,In-Store,Beauty,15,17,825.63,48.57,0,2,Occasional Big Spenders
CUST00521,41,Male,94800.34,4.87,Online,Fashion,33,8,2958.03,369.75,0,3,Budget Shoppers
CUST00522,45,Male,115768.22,6.83,Mobile App,Sports,6,15,3786.29,252.42,0,4,Steady Regulars
CUST00523,47,Female,42536.44,1.62,Online,Fashion,97,2,87.47,43.74,0,1,At-Risk / Disengaged
CUST00524,41,Female,63800.17,1.2,Mobile App,Fashion,111,3,409.92,136.64,0,1,At-Risk / Disengaged
CUST00525,33,Female,45099.56,0.39,Online,Fashion,89,1,355.72,355.72,1,1,At-Risk / Disengaged
CUST00526,41,Male,92175.66,3.15,Online,Electronics,9,27,3825.74,141.69,0,0,VIP / Premium Loyalists
CUST00527,50,Female,101751.72,5.87,Mobile App,Beauty,9,23,4206.3,182.88,0,0,VIP / Premium Loyalists
CUST00528,25,Female,29886.16,0.75,Online,Sports,8,14,380.59,27.18,0,2,Occasional Big Spenders
CUST00529,21,Female,36275.7,2.39,In-Store,Fashion,8,21,605.21,28.82,0,2,Occasional Big Spenders
CUST00530,18,Male,61855.68,0.27,Mobile App,Beauty,159,3,156.53,52.18,0,1,At-Risk / Disengaged
CUST00531,20,Female,23103.4,8.86,Mobile App,Home & Garden,109,3,252.28,84.09,1,1,At-Risk / Disengaged
CUST00532,21,Female,56052.03,1.26,Mobile App,Electronics,104,5,232.14,46.43,1,1,At-Risk / Disengaged
CUST00533,21,Male,57313.4,1.13,Online,Fashion,155,4,275.7,68.92,0,1,At-Risk / Disengaged
CUST00534,33,Female,69765.65,4.21,In-Store,Sports,65,7,2040.94,291.56,0,3,Budget Shoppers
CUST00535,23,Male,45345.38,2.76,Online,Electronics,102,2,417.47,208.74,0,1,At-Risk / Disengaged
CUST00536,19,Female,35222.08,1.9,Online,Sports,162,2,364.04,182.02,0,1,At-Risk / Disengaged
CUST00537,29,Female,57404.82,2.82,Mobile App,Electronics,159,1,256.14,256.14,0,1,At-Risk / Disengaged
CUST00538,26,Female,30166.66,3.63,Online,Home & Garden,4,15,560.39,37.36,1,2,Occasional Big Spenders
CUST00539,45,Male,105687.81,8.63,In-Store,Beauty,7,20,4455.62,222.78,1,4,Steady Regulars
CUST00540,35,Male,47362.06,3.72,In-Store,Electronics,34,16,535.64,33.48,1,2,Occasional Big Spenders
CUST00541,22,Female,27846.13,0.15,In-Store,Groceries,98,5,414.0,82.8,0,1,At-Risk / Disengaged
CUST00542,40,Female,90674.09,6.29,Mobile App,Home & Garden,20,7,2217.11,316.73,0,3,Budget Shoppers
CUST00543,18,Male,27877.46,3.6,Online,Groceries,14,21,270.58,12.88,0,2,Occasional Big Spenders
CUST00544,37,Female,122240.05,1.42,In-Store,Home & Garden,51,5,3546.81,709.36,1,3,Budget Shoppers
CUST00545,34,Female,113029.37,1.26,Mobile App,Groceries,66,7,3100.54,442.93,1,3,Budget Shoppers
CUST00546,48,Male,107511.45,5.53,Online,Groceries,6,21,5751.99,273.9,0,0,VIP / Premium Loyalists
CUST00547,34,Male,23745.48,0.52,Online,Sports,20,14,387.71,27.69,0,2,Occasional Big Spenders
CUST00548,40,Male,92902.81,5.71,In-Store,Electronics,70,4,988.11,247.03,0,1,At-Risk / Disengaged
CUST00549,55,Female,99036.23,0.1,Online,Electronics,40,3,2616.14,872.05,0,3,Budget Shoppers
CUST00550,31,Female,61290.23,0.5,Online,Home & Garden,84,3,445.8,148.6,0,1,At-Risk / Disengaged
CUST00551,44,Female,122504.56,1.05,Mobile App,Beauty,58,8,2842.06,355.26,1,3,Budget Shoppers
CUST00552,40,Female,41429.39,2.73,In-Store,Sports,126,5,234.05,46.81,0,1,At-Risk / Disengaged
CUST00553,33,Female,51974.52,0.5,Mobile App,Electronics,39,8,3176.34,397.04,1,3,Budget Shoppers
CUST00554,42,Female,73252.78,2.52,Mobile App,Electronics,41,7,4086.67,583.81,0,3,Budget Shoppers
CUST00555,28,Male,40829.22,3.3,In-Store,Sports,117,3,434.02,144.67,1,1,At-Risk / Disengaged
CUST00556,46,Female,121773.05,3.0,Online,Fashion,8,26,4335.88,166.76,0,0,VIP / Premium Loyalists
CUST00557,24,Male,37904.93,0.27,Online,Sports,17,9,902.29,100.25,0,2,Occasional Big Spenders
CUST00558,33,Female,46664.2,1.34,Online,Electronics,3,18,618.61,34.37,1,2,Occasional Big Spenders
CUST00559,42,Female,34255.17,1.22,Mobile App,Beauty,161,5,678.25,135.65,0,1,At-Risk / Disengaged
CUST00560,28,Male,69578.7,0.22,Online,Fashion,46,5,3154.81,630.96,0,3,Budget Shoppers
CUST00561,55,Female,81056.93,6.75,Online,Groceries,20,5,1417.16,283.43,1,4,Steady Regulars
CUST00562,31,Male,35036.81,0.1,In-Store,Sports,22,24,471.18,19.63,1,2,Occasional Big Spenders
CUST00563,18,Female,32437.62,5.39,Online,Groceries,28,20,470.48,23.52,0,2,Occasional Big Spenders
CUST00564,27,Male,54126.13,0.84,Online,Fashion,18,18,360.65,20.04,0,2,Occasional Big Spenders
CUST00565,41,Female,122666.54,0.15,In-Store,Fashion,8,16,3412.01,213.25,1,0,VIP / Premium Loyalists
CUST00566,40,Male,116195.81,0.1,Online,Fashion,42,5,1693.47,338.69,1,3,Budget Shoppers
CUST00567,62,Male,81526.35,1.83,Online,Home & Garden,1,29,3657.09,126.11,0,0,VIP / Premium Loyalists
CUST00568,42,Male,114348.33,4.83,Online,Sports,7,26,5012.87,192.8,0,0,VIP / Premium Loyalists
CUST00569,45,Male,28756.59,1.15,In-Store,Beauty,85,1,202.87,202.87,0,1,At-Risk / Disengaged
CUST00570,53,Male,127472.57,1.15,In-Store,Beauty,8,30,5963.38,198.78,1,0,VIP / Premium Loyalists
CUST00571,46,Female,87528.19,2.31,Online,Groceries,56,12,2726.96,227.25,0,3,Budget Shoppers
CUST00572,40,Male,53529.77,0.4,In-Store,Groceries,104,3,385.17,128.39,0,1,At-Risk / Disengaged
CUST00573,57,Male,118972.72,3.91,Online,Groceries,12,23,4799.92,208.69,0,0,VIP / Premium Loyalists
CUST00574,41,Male,87869.37,0.9,Mobile App,Sports,33,8,3589.16,448.64,1,3,Budget Shoppers
CUST00575,42,Female,39429.07,1.18,Online,Electronics,74,3,246.49,82.16,1,1,At-Risk / Disengaged
CUST00576,36,Female,32400.96,4.4,In-Store,Groceries,117,3,256.6,85.53,0,1,At-Risk / Disengaged
CUST00577,35,Female,19706.88,0.74,Mobile App,Fashion,25,17,728.94,42.88,1,2,Occasional Big Spenders
CUST00578,36,Female,47302.75,1.35,Mobile App,Groceries,125,3,350.09,116.7,1,1,At-Risk / Disengaged
CUST00579,44,Male,114431.17,5.37,Online,Fashion,13,18,4676.39,259.8,0,0,VIP / Premium Loyalists
CUST00580,24,Male,33707.55,6.11,Online,Home & Garden,10,13,436.6,33.58,0,2,Occasional Big Spenders
CUST00581,56,Male,127723.82,8.15,In-Store,Electronics,8,25,3964.61,158.58,1,4,Steady Regulars
CUST00582,51,Female,39856.38,2.81,Online,Electronics,87,2,470.19,235.1,1,1,At-Risk / Disengaged
CUST00583,58,Other,102546.49,2.04,Mobile App,Sports,7,13,3836.16,295.09,1,0,VIP / Premium Loyalists
CUST00584,37,Female,112391.97,2.17,In-Store,Sports,5,34,5000.02,147.06,1,0,VIP / Premium Loyalists
CUST00585,31,Male,124811.75,0.1,In-Store,Beauty,41,6,3549.26,591.54,1,3,Budget Shoppers
CUST00586,33,Male,36232.38,3.61,Online,Home & Garden,15,18,193.01,10.72,0,2,Occasional Big Spenders
CUST00587,30,Male,48106.88,0.73,In-Store,Sports,18,20,372.16,18.61,0,2,Occasional Big Spenders
CUST00588,18,Female,28873.52,3.15,In-Store,Fashion,15,7,797.95,113.99,1,2,Occasional Big Spenders
CUST00589,30,Male,31180.71,0.52,Mobile App,Home & Garden,10,18,601.92,33.44,0,2,Occasional Big Spenders
CUST00590,29,Female,44169.43,0.21,Online,Electronics,14,13,509.42,39.19,1,2,Occasional Big Spenders
CUST00591,32,Male,29304.21,4.22,Online,Fashion,3,17,527.37,31.02,0,2,Occasional Big Spenders
CUST00592,29,Female,71074.67,3.09,Online,Home & Garden,44,6,3482.97,580.5,0,3,Budget Shoppers
CUST00593,28,Female,30926.29,0.95,Online,Electronics,8,15,528.19,35.21,0,2,Occasional Big Spenders
CUST00594,48,Female,83824.43,3.07,In-Store,Sports,16,23,4949.2,215.18,1,0,VIP / Premium Loyalists
CUST00595,18,Female,42561.83,0.98,Mobile App,Fashion,153,1,50.0,50.0,1,1,At-Risk / Disengaged
CUST00596,50,Female,77062.72,15.0,Online,Fashion,10,20,2942.74,147.14,0,4,Steady Regulars
CUST00597,39,Female,83726.33,0.23,Mobile App,Electronics,52,1,2200.2,2200.2,0,3,Budget Shoppers
CUST00598,21,Female,33722.52,0.1,Online,Fashion,18,22,621.98,28.27,0,2,Occasional Big Spenders
CUST00599,27,Female,39466.69,1.14,Online,Sports,30,16,648.67,40.54,0,2,Occasional Big Spenders
CUST00600,18,Other,25591.84,0.39,Online,Sports,12,31,593.92,19.16,1,2,Occasional Big Spenders
CUST00601,36,Female,38357.64,2.22,Online,Sports,17,18,364.37,20.24,0,2,Occasional Big Spenders
CUST00602,34,Female,31829.47,2.28,Mobile App,Electronics,6,14,313.47,22.39,0,2,Occasional Big Spenders
CUST00603,34,Female,34374.15,0.38,Online,Groceries,1,22,511.52,23.25,1,2,Occasional Big Spenders
CUST00604,30,Male,21263.5,5.12,In-Store,Groceries,15,3,688.71,229.57,1,2,Occasional Big Spenders
CUST00605,32,Male,36685.35,1.9,Online,Fashion,17,13,635.08,48.85,1,2,Occasional Big Spenders
CUST00606,53,Female,94857.46,8.07,Mobile App,Sports,7,10,3478.25,347.82,0,4,Steady Regulars
CUST00607,31,Female,32665.93,1.75,Online,Fashion,15,20,643.63,32.18,0,2,Occasional Big Spenders
CUST00608,29,Female,128791.59,1.52,Online,Electronics,4,15,3223.14,214.88,1,0,VIP / Premium Loyalists
CUST00609,20,Male,93176.95,1.47,Online,Fashion,36,4,2752.31,688.08,1,3,Budget Shoppers
CUST00610,41,Female,100213.77,3.15,Online,Beauty,46,8,2022.7,252.84,1,3,Budget Shoppers
CUST00611,23,Female,36625.89,0.36,Online,Groceries,11,19,826.37,43.49,1,2,Occasional Big Spenders
CUST00612,42,Male,47914.25,9.19,Mobile App,Fashion,156,2,259.06,129.53,0,1,At-Risk / Disengaged
CUST00613,49,Female,67510.98,0.6,In-Store,Fashion,29,6,2110.74,351.79,0,3,Budget Shoppers
CUST00614,23,Female,48198.27,0.74,In-Store,Home & Garden,9,15,413.95,27.6,1,2,Occasional Big Spenders
CUST00615,27,Male,60979.33,4.51,In-Store,Fashion,114,2,305.32,152.66,0,1,At-Risk / Disengaged
CUST00616,18,Female,51525.28,1.13,Online,Beauty,123,5,174.57,34.91,0,1,At-Risk / Disengaged
CUST00617,28,Female,32307.58,2.18,Online,Groceries,15,17,783.04,46.06,1,2,Occasional Big Spenders
CUST00618,22,Male,42496.54,1.95,Mobile App,Home & Garden,10,16,331.79,20.74,0,2,Occasional Big Spenders
CUST00619,43,Male,32694.62,2.52,Mobile App,Electronics,143,3,356.76,118.92,0,1,At-Risk / Disengaged
CUST00620,32,Other,91391.46,5.5,Mobile App,Electronics,18,8,1537.28,192.16,1,3,Budget Shoppers
CUST00621,37,Male,43200.87,0.56,Mobile App,Groceries,10,18,592.89,32.94,1,2,Occasional Big Spenders
CUST00622,19,Male,35139.64,0.94,Online,Electronics,4,12,473.23,39.44,0,2,Occasional Big Spenders
CUST00623,48,Male,124317.45,0.48,Online,Beauty,9,22,4673.15,212.42,1,0,VIP / Premium Loyalists
CUST00624,50,Female,130702.58,2.45,Online,Fashion,10,35,4985.74,142.45,1,0,VIP / Premium Loyalists
CUST00625,33,Female,95583.33,1.97,Online,Groceries,35,6,1580.44,263.41,1,3,Budget Shoppers
CUST00626,41,Female,118068.74,0.44,Online,Home & Garden,5,21,4550.8,216.7,1,0,VIP / Premium Loyalists
CUST00627,26,Male,150841.39,3.93,Online,Fashion,9,19,4325.7,227.67,0,0,VIP / Premium Loyalists
CUST00628,40,Female,87687.64,2.36,In-Store,Electronics,36,7,2695.4,385.06,1,3,Budget Shoppers
CUST00629,30,Male,41559.4,0.63,Mobile App,Electronics,18,15,725.95,48.4,1,2,Occasional Big Spenders
CUST00630,20,Male,37567.01,5.5,In-Store,Home & Garden,14,22,676.7,30.76,0,2,Occasional Big Spenders
CUST00631,42,Male,114294.74,0.1,Mobile App,Beauty,32,7,2712.38,387.48,1,3,Budget Shoppers
CUST00632,45,Male,66225.83,0.17,Online,Home & Garden,106,2,521.8,260.9,0,1,At-Risk / Disengaged
CUST00633,28,Female,50034.9,0.17,Online,Groceries,48,7,2983.45,426.21,0,3,Budget Shoppers
CUST00634,20,Female,93773.5,2.87,In-Store,Home & Garden,48,2,2565.43,1282.71,0,3,Budget Shoppers
CUST00635,33,Male,42566.96,0.1,Online,Electronics,8,12,652.56,54.38,0,2,Occasional Big Spenders
CUST00636,38,Female,130027.33,2.46,Online,Beauty,9,23,4973.85,216.25,0,0,VIP / Premium Loyalists
CUST00637,40,Female,84891.96,5.24,Online,Beauty,37,7,3621.41,517.34,0,3,Budget Shoppers
CUST00638,26,Female,37486.87,0.63,Online,Sports,2,17,776.84,45.7,0,2,Occasional Big Spenders
CUST00639,23,Male,35799.1,0.31,In-Store,Home & Garden,19,25,525.76,21.03,1,2,Occasional Big Spenders
CUST00640,41,Female,112480.9,6.85,Online,Groceries,5,25,3725.34,149.01,0,0,VIP / Premium Loyalists
CUST00641,21,Male,24334.97,2.03,In-Store,Electronics,3,21,778.29,37.06,1,2,Occasional Big Spenders
CUST00642,60,Female,88852.04,0.56,In-Store,Fashion,11,19,3925.63,206.61,0,0,VIP / Premium Loyalists
CUST00643,31,Male,38341.45,1.44,Online,Beauty,16,20,648.48,32.42,0,2,Occasional Big Spenders
CUST00644,55,Female,124143.72,1.35,Online,Home & Garden,12,28,4559.92,162.85,0,0,VIP / Premium Loyalists
CUST00645,20,Male,43431.13,0.4,Online,Sports,5,19,473.23,24.91,0,2,Occasional Big Spenders
CUST00646,42,Male,62959.2,4.27,Online,Groceries,120,2,255.19,127.6,0,1,At-Risk / Disengaged
CUST00647,46,Female,95023.86,2.88,In-Store,Groceries,51,4,2387.47,596.87,0,3,Budget Shoppers
CUST00648,34,Female,121403.72,1.3,In-Store,Electronics,53,5,1498.41,299.68,0,3,Budget Shoppers
CUST00649,23,Female,29712.37,6.78,In-Store,Beauty,72,4,274.31,68.58,0,1,At-Risk / Disengaged
CUST00650,48,Female,115865.5,11.65,Online,Electronics,5,24,4591.27,191.3,1,4,Steady Regulars
CUST00651,21,Male,43462.51,2.38,In-Store,Sports,10,13,573.31,44.1,0,2,Occasional Big Spenders
CUST00652,30,Female,74415.93,1.93,In-Store,Fashion,53,9,1917.15,213.02,1,3,Budget Shoppers
CUST00653,49,Male,115597.28,5.54,Online,Fashion,24,8,2762.83,345.35,0,3,Budget Shoppers
CUST00654,33,Male,116918.57,9.77,In-Store,Fashion,49,8,3639.91,454.99,0,4,Steady Regulars
CUST00655,51,Female,97248.25,3.98,Online,Groceries,9,22,4024.91,182.95,1,0,VIP / Premium Loyalists
CUST00656,31,Female,21221.25,4.13,In-Store,Beauty,1,23,483.98,21.04,1,2,Occasional Big Spenders
CUST00657,29,Female,39674.51,1.5,In-Store,Electronics,14,18,661.58,36.75,1,2,Occasional Big Spenders
CUST00658,43,Female,90820.48,0.63,Online,Electronics,11,33,3059.1,92.7,1,0,VIP / Premium Loyalists
CUST00659,33,Female,106797.27,0.1,In-Store,Sports,29,9,2172.57,241.4,1,3,Budget Shoppers
CUST00660,40,Male,90602.94,2.72,Online,Fashion,52,5,2209.62,441.92,0,3,Budget Shoppers
CUST00661,57,Male,110282.99,1.9,Online,Beauty,6,22,4847.14,220.32,1,0,VIP / Premium Loyalists
CUST00662,28,Female,46188.45,1.61,Mobile App,Beauty,100,3,312.51,104.17,0,1,At-Risk / Disengaged
CUST00663,33,Male,109969.1,4.63,Mobile App,Sports,48,4,2795.83,698.96,1,3,Budget Shoppers
CUST00664,31,Male,49208.7,0.67,Online,Home & Garden,11,14,682.1,48.72,0,2,Occasional Big Spenders
CUST00665,24,Male,36569.93,2.54,Online,Beauty,19,7,598.78,85.54,0,2,Occasional Big Spenders
CUST00666,28,Female,45998.27,0.79,Online,Beauty,12,23,634.3,27.58,1,2,Occasional Big Spenders
CUST00667,35,Male,45493.55,0.36,Online,Electronics,6,17,548.23,32.25,1,2,Occasional Big Spenders
CUST00668,29,Female,27994.21,4.82,Mobile App,Sports,24,12,603.37,50.28,0,2,Occasional Big Spenders
CUST00669,34,Female,30901.01,0.1,Mobile App,Beauty,15,16,771.9,48.24,1,2,Occasional Big Spenders
CUST00670,18,Male,48238.03,0.4,In-Store,Beauty,10,26,538.28,20.7,0,2,Occasional Big Spenders
CUST00671,29,Female,45092.15,0.81,Online,Electronics,10,14,764.41,54.6,0,2,Occasional Big Spenders
CUST00672,40,Female,59001.78,2.01,In-Store,Beauty,108,2,533.79,266.9,0,1,At-Risk / Disengaged
CUST00673,30,Female,25237.43,2.42,Online,Electronics,1,4,722.1,180.52,0,2,Occasional Big Spenders
CUST00674,39,Female,126474.37,0.53,Mobile App,Home & Garden,39,6,4646.72,774.45,1,3,Budget Shoppers
CUST00675,32,Male,105412.35,3.99,Mobile App,Groceries,7,28,4236.45,151.3,0,0,VIP / Premium Loyalists
CUST00676,42,Female,33875.53,2.93,In-Store,Electronics,124,2,270.27,135.14,0,1,At-Risk / Disengaged
CUST00677,34,Male,32734.26,1.86,Online,Electronics,10,16,707.76,44.24,0,2,Occasional Big Spenders
CUST00678,44,Female,121172.53,3.53,Online,Beauty,1,17,4966.04,292.12,1,0,VIP / Premium Loyalists
CUST00679,41,Female,34173.38,2.86,Online,Electronics,145,2,383.13,191.56,0,1,At-Risk / Disengaged
CUST00680,48,Female,32388.89,0.72,Mobile App,Sports,96,4,435.63,108.91,1,1,At-Risk / Disengaged
CUST00681,25,Male,35749.05,1.24,Online,Fashion,77,2,290.07,145.04,0,1,At-Risk / Disengaged
CUST00682,28,Male,32647.21,1.44,Online,Fashion,17,20,523.72,26.19,1,2,Occasional Big Spenders
CUST00683,28,Male,31246.95,0.77,Online,Home & Garden,7,11,699.94,63.63,1,2,Occasional Big Spenders
CUST00684,43,Female,92785.07,5.7,Mobile App,Electronics,54,6,3889.42,648.24,0,3,Budget Shoppers
CUST00685,28,Male,58887.95,0.15,Online,Sports,132,4,309.75,77.44,0,1,At-Risk / Disengaged
CUST00686,38,Female,97275.43,0.1,Mobile App,Beauty,27,10,3484.65,348.46,1,3,Budget Shoppers
CUST00687,45,Male,97012.38,1.54,Mobile App,Beauty,60,7,2818.34,402.62,1,3,Budget Shoppers
CUST00688,25,Other,28680.93,2.17,Mobile App,Groceries,15,18,899.53,49.97,0,2,Occasional Big Spenders
CUST00689,21,Male,49251.8,0.51,Online,Home & Garden,89,4,334.91,83.73,1,1,At-Risk / Disengaged
CUST00690,32,Female,35176.82,0.44,Online,Sports,19,19,502.33,26.44,1,2,Occasional Big Spenders
CUST00691,49,Female,119916.1,0.57,Online,Sports,8,26,5483.47,210.9,1,0,VIP / Premium Loyalists
CUST00692,43,Female,149977.43,7.68,Online,Beauty,16,23,3538.79,153.86,1,4,Steady Regulars
CUST00693,36,Female,87676.07,3.89,Online,Groceries,37,7,1751.92,250.27,1,3,Budget Shoppers
CUST00694,33,Male,40288.82,3.1,In-Store,Beauty,5,22,455.04,20.68,1,2,Occasional Big Spenders
CUST00695,22,Female,36996.39,0.17,Online,Groceries,6,17,754.41,44.38,0,2,Occasional Big Spenders
CUST00696,45,Male,119492.17,7.5,Mobile App,Fashion,45,6,3316.26,552.71,0,4,Steady Regulars
CUST00697,18,Male,41261.04,2.81,Online,Sports,15,24,435.71,18.15,0,2,Occasional Big Spenders
CUST00698,18,Female,88895.66,2.13,In-Store,Fashion,63,6,1335.23,222.54,0,3,Budget Shoppers
CUST00699,31,Female,29794.72,4.47,In-Store,Beauty,1,17,560.16,32.95,1,2,Occasional Big Spenders
CUST00700,42,Female,92309.94,0.14,In-Store,Home & Garden,6,13,3891.45,299.34,0,0,VIP / Premium Loyalists
CUST00701,42,Male,59911.31,1.18,Mobile App,Electronics,14,7,3154.91,450.7,0,3,Budget Shoppers
CUST00702,27,Male,28116.13,0.35,In-Store,Home & Garden,9,26,561.37,21.59,0,2,Occasional Big Spenders
CUST00703,56,Male,101611.3,0.21,Mobile App,Home & Garden,11,13,4727.56,363.66,0,0,VIP / Premium Loyalists
CUST00704,23,Male,32159.03,1.92,Online,Electronics,18,16,730.08,45.63,0,2,Occasional Big Spenders
CUST00705,30,Male,32763.94,0.33,In-Store,Sports,14,17,473.15,27.83,0,2,Occasional Big Spenders
CUST00706,35,Male,60203.23,3.64,Online,Fashion,114,1,339.9,339.9,0,1,At-Risk / Disengaged
CUST00707,52,Male,86273.27,0.66,Online,Fashion,10,28,2670.95,95.39,0,0,VIP / Premium Loyalists
CUST00708,36,Female,37479.2,0.24,Online,Sports,77,3,492.16,164.05,0,1,At-Risk / Disengaged
CUST00709,30,Male,33866.81,0.17,Online,Electronics,24,21,273.27,13.01,0,2,Occasional Big Spenders
CUST00710,33,Female,100327.78,1.67,Online,Groceries,51,6,1905.11,317.52,1,3,Budget Shoppers
CUST00711,41,Male,52233.15,0.44,Online,Home & Garden,155,7,404.49,57.78,0,1,At-Risk / Disengaged
CUST00712,47,Female,90031.59,1.16,Online,Beauty,49,4,2219.76,554.94,0,3,Budget Shoppers
CUST00713,44,Female,76306.65,0.22,Mobile App,Fashion,9,24,4317.55,179.9,0,0,VIP / Premium Loyalists
CUST00714,41,Male,110892.15,0.75,Online,Sports,13,40,5110.03,127.75,1,0,VIP / Premium Loyalists
CUST00715,40,Female,89710.41,0.58,In-Store,Beauty,3,27,3654.9,135.37,1,0,VIP / Premium Loyalists
CUST00716,47,Male,56676.56,8.32,Online,Electronics,96,5,373.1,74.62,0,1,At-Risk / Disengaged
CUST00717,25,Female,57130.48,7.58,Mobile App,Beauty,139,2,207.39,103.7,0,1,At-Risk / Disengaged
CUST00718,54,Male,39600.34,0.16,Mobile App,Beauty,128,1,97.53,97.53,1,1,At-Risk / Disengaged
CUST00719,22,Other,34921.24,0.25,In-Store,Home & Garden,1,12,700.64,58.39,1,2,Occasional Big Spenders
CUST00720,43,Male,70220.94,3.07,In-Store,Electronics,23,7,2488.54,355.51,0,3,Budget Shoppers
CUST00721,29,Male,32697.61,2.59,Online,Beauty,128,2,237.81,118.9,0,1,At-Risk / Disengaged
CUST00722,34,Female,35901.26,2.78,Mobile App,Fashion,22,16,430.34,26.9,0,2,Occasional Big Spenders
CUST00723,34,Male,45341.96,0.27,Mobile App,Electronics,28,20,688.11,34.41,1,2,Occasional Big Spenders
CUST00724,51,Female,106750.83,0.48,Mobile App,Fashion,58,6,2199.7,366.62,1,3,Budget Shoppers
CUST00725,48,Male,55557.43,0.32,In-Store,Sports,68,8,2478.16,309.77,0,3,Budget Shoppers
CUST00726,42,Female,47241.96,0.31,Online,Sports,126,4,300.09,75.02,0,1,At-Risk / Disengaged
CUST00727,32,Male,23799.43,1.34,Mobile App,Groceries,20,17,612.42,36.02,0,2,Occasional Big Spenders
CUST00728,26,Female,31114.02,0.65,Online,Sports,144,5,251.59,50.32,0,1,At-Risk / Disengaged
CUST00729,28,Female,45025.06,3.03,In-Store,Beauty,21,23,649.03,28.22,0,2,Occasional Big Spenders
CUST00730,20,Male,38835.53,0.74,Online,Electronics,14,12,577.24,48.1,0,2,Occasional Big Spenders
CUST00731,26,Male,37472.38,2.29,Mobile App,Sports,10,17,459.08,27.0,0,2,Occasional Big Spenders
CUST00732,48,Male,39095.77,1.76,Online,Fashion,35,2,457.05,228.52,1,1,At-Risk / Disengaged
CUST00733,25,Other,70270.97,2.78,Online,Beauty,66,6,3072.72,512.12,1,3,Budget Shoppers
